Student ID,CGPA,Past Events,Interest Domain,Performance Score,Recommended Events,Message
S03006,8.51,"['Embedded Systems', 'Cloud Computing', 'AI/ML']",Web Development,95,"['Hackathon', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03007,8.19,[],Embedded Systems,81,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03008,6.32,"['Cloud Computing', 'Blockchain']",AR/VR,78,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03009,8.42,[],Web Development,69,"['Hackathon', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03010,7.36,"['Cloud Computing', 'IoT', 'AR/VR']",Blockchain,58,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03011,5.68,['AI/ML'],Embedded Systems,88,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03012,7.14,"['Web Development', 'AR/VR', 'IoT']",Cybersecurity,95,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03013,6.32,"['Cybersecurity', 'IoT']",Cloud Computing,60,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03014,9.4,[],AI/ML,36,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03015,6.09,"['Cybersecurity', 'AR/VR', 'Cloud Computing']",IoT,63,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03016,7.64,"['IoT', 'Cybersecurity']",Web Development,83,"['Hackathon', 'Coding Marathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03017,5.5,"['IoT', 'Web Development']",Embedded Systems,85,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03018,6.23,['Web Development'],Embedded Systems,49,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03019,5.57,"['Cloud Computing', 'Blockchain', 'IoT']",Cloud Computing,46,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03020,6.4,['Web Development'],Blockchain,91,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03021,5.65,"['IoT', 'AR/VR', 'Web Development']",AR/VR,63,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03022,7.88,"['Cybersecurity', 'Cloud Computing']",Embedded Systems,59,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03023,9.88,"['IoT', 'Blockchain']",Web Development,37,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03024,5.91,['Cybersecurity'],AR/VR,82,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03025,9.97,['Cybersecurity'],Cybersecurity,39,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03026,6.25,"['AR/VR', 'Web Development']",Cloud Computing,64,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03027,5.48,"['Web Development', 'IoT']",Cloud Computing,76,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03028,9.09,[],Cloud Computing,56,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03029,6.03,[],Cybersecurity,71,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03030,6.14,"['Web Development', 'AI/ML', 'Cloud Computing']",AI/ML,63,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03031,8.1,['AR/VR'],Cybersecurity,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03032,7.03,"['Cloud Computing', 'AI/ML']",Web Development,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03033,6.39,['IoT'],Embedded Systems,66,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03034,8.65,['Cloud Computing'],Blockchain,33,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03035,8.77,['Cloud Computing'],AI/ML,82,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03036,8.14,[],Cloud Computing,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03037,7.38,[],Cloud Computing,34,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03038,8.52,"['Blockchain', 'Cloud Computing']",Cloud Computing,74,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03039,6.64,"['Embedded Systems', 'Cloud Computing', 'Blockchain']",IoT,80,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03040,9.14,['Web Development'],Web Development,40,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03041,7.25,['IoT'],Blockchain,41,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03042,9.64,[],Cybersecurity,40,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03043,5.93,"['Embedded Systems', 'IoT', 'AI/ML']",Embedded Systems,82,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03044,7.33,['Blockchain'],Blockchain,75,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03045,6.49,['AR/VR'],AI/ML,93,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03046,8.97,"['AR/VR', 'Embedded Systems', 'Cloud Computing']",IoT,89,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03047,7.92,"['Cybersecurity', 'Blockchain', 'Embedded Systems']",IoT,94,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03048,7.28,[],IoT,51,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03049,6.34,[],Cybersecurity,57,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03050,9.03,"['Embedded Systems', 'Blockchain']",Blockchain,37,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03051,9.59,"['Blockchain', 'AI/ML', 'Cloud Computing']",IoT,65,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03052,6.22,"['Blockchain', 'Cloud Computing', 'AI/ML']",AI/ML,71,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03053,5.11,['Cloud Computing'],Web Development,89,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03054,6.98,"['AI/ML', 'Embedded Systems']",Embedded Systems,37,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03055,9.84,"['AI/ML', 'Cloud Computing']",Web Development,64,"['UI/UX Workshop', 'Coding Marathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03056,7.3,['Web Development'],Cybersecurity,55,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03057,5.48,"['IoT', 'Web Development']",Web Development,34,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03058,8.52,"['IoT', 'Embedded Systems']",AR/VR,55,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03059,6.52,"['Cybersecurity', 'Cloud Computing']",Embedded Systems,82,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03060,9.94,"['AI/ML', 'Cybersecurity', 'Cloud Computing']",Blockchain,85,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03061,8.66,[],Cloud Computing,75,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03062,5.04,"['AR/VR', 'Cloud Computing']",Cloud Computing,59,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03063,6.67,"['AI/ML', 'AR/VR', 'Cloud Computing']",Web Development,40,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03064,8.43,"['Cybersecurity', 'Embedded Systems']",IoT,97,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03065,9.45,"['Cloud Computing', 'IoT', 'AI/ML']",Embedded Systems,66,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03066,7.34,"['IoT', 'Embedded Systems', 'Cybersecurity']",Cloud Computing,37,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03067,6.7,['Web Development'],AI/ML,97,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03068,7.25,"['Blockchain', 'AR/VR', 'Cloud Computing']",Web Development,63,"['Coding Marathon', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03069,6.66,[],Embedded Systems,81,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03070,7.17,"['Cloud Computing', 'Blockchain', 'Embedded Systems']",IoT,51,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03071,6.79,"['Web Development', 'IoT']",Web Development,50,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03072,9.75,['Cloud Computing'],Blockchain,85,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03073,5.02,['Web Development'],IoT,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03074,9.69,"['Cybersecurity', 'AR/VR']",Web Development,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03075,5.74,"['Embedded Systems', 'AR/VR']",IoT,92,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03076,9.49,[],AR/VR,75,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03077,8.32,"['IoT', 'Blockchain', 'Cloud Computing']",AR/VR,51,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03078,9.24,[],Embedded Systems,61,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03079,8.44,"['AR/VR', 'Blockchain']",Cybersecurity,80,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03080,5.92,[],Cybersecurity,58,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03081,6.61,[],Cybersecurity,39,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03082,8.27,[],Web Development,84,"['Hackathon', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03083,5.02,['Cloud Computing'],Cloud Computing,85,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03084,7.09,[],Blockchain,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03085,9.69,"['IoT', 'Web Development', 'Blockchain']",Cloud Computing,81,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03086,8.55,['IoT'],IoT,67,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03087,6.64,"['IoT', 'Blockchain', 'Cloud Computing']",AI/ML,85,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03088,6.32,"['Web Development', 'Cloud Computing', 'AR/VR']",AI/ML,46,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03089,9.68,['AI/ML'],Embedded Systems,61,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03090,9.23,[],IoT,32,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03091,8.05,"['AI/ML', 'IoT']",Cloud Computing,37,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03092,5.54,"['IoT', 'Cybersecurity', 'Blockchain']",IoT,99,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03093,9.73,"['Web Development', 'Embedded Systems']",Embedded Systems,67,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03094,6.84,['AR/VR'],Cloud Computing,41,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03095,8.61,['Embedded Systems'],Embedded Systems,94,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03096,7.65,"['Blockchain', 'AI/ML', 'Embedded Systems']",IoT,36,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03097,8.67,"['Cloud Computing', 'IoT']",AR/VR,69,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03098,7.85,['IoT'],AI/ML,30,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03099,7.98,"['IoT', 'Web Development', 'Cybersecurity']",Embedded Systems,62,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03100,7.92,"['IoT', 'AI/ML']",Cloud Computing,90,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03101,5.64,"['Cybersecurity', 'IoT', 'Web Development']",AR/VR,73,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03102,6.87,[],Cybersecurity,55,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03103,7.8,[],AI/ML,89,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03104,6.03,[],AI/ML,50,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03105,5.39,['Web Development'],Cloud Computing,91,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03106,8.72,"['AI/ML', 'IoT']",Web Development,52,"['Coding Marathon', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03107,6.48,['AI/ML'],Cloud Computing,96,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03108,6.44,[],Blockchain,69,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03109,7.69,"['AI/ML', 'Cybersecurity', 'IoT']",AR/VR,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03110,8.38,[],Blockchain,95,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03111,7.75,"['IoT', 'AR/VR', 'Web Development']",Embedded Systems,38,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03112,6.97,"['Embedded Systems', 'Web Development']",AI/ML,33,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03113,5.53,['Blockchain'],Embedded Systems,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03114,8.62,"['IoT', 'Blockchain']",Cybersecurity,54,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03115,9.15,"['AI/ML', 'Web Development', 'Cybersecurity']",Embedded Systems,30,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03116,5.31,[],Web Development,52,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03117,7.61,[],Embedded Systems,34,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03118,5.32,"['Cloud Computing', 'Embedded Systems']",Blockchain,74,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03119,6.2,"['Embedded Systems', 'Cloud Computing']",IoT,40,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03120,5.48,[],Cloud Computing,36,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03121,8.27,"['AI/ML', 'AR/VR', 'Embedded Systems']",Cybersecurity,43,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03122,9.41,"['Cloud Computing', 'AR/VR']",AR/VR,80,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03123,8.78,['Embedded Systems'],Blockchain,94,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03124,9.25,['Cybersecurity'],Blockchain,89,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03125,6.24,[],Blockchain,31,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03126,6.1,[],Cybersecurity,60,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03127,7.32,"['Blockchain', 'IoT']",AR/VR,44,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03128,6.88,[],AR/VR,54,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03129,9.61,"['Web Development', 'Embedded Systems']",Web Development,74,"['UI/UX Workshop', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03130,5.98,['Cloud Computing'],Blockchain,72,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03131,9.29,['Blockchain'],Cybersecurity,33,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03132,5.57,"['Blockchain', 'IoT', 'Cloud Computing']",Cybersecurity,77,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03133,6.43,[],Cybersecurity,35,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03134,7.68,['AR/VR'],AI/ML,53,"['AI Summit', 'AI Research']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03135,9.76,[],Cybersecurity,46,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03136,8.85,"['IoT', 'AI/ML', 'AR/VR']",Embedded Systems,95,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03137,9.09,['Cloud Computing'],Embedded Systems,80,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03138,8.82,"['Blockchain', 'Web Development', 'AR/VR']",Cybersecurity,84,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03139,5.49,"['AR/VR', 'Embedded Systems']",IoT,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03140,6.02,[],Cybersecurity,73,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03141,6.54,"['AI/ML', 'Embedded Systems']",Cybersecurity,39,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03142,8.97,"['Embedded Systems', 'IoT']",Embedded Systems,58,"['Hackathon', 'Robotics Expo']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03143,6.51,"['Cloud Computing', 'Blockchain']",IoT,77,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03144,5.6,"['Cloud Computing', 'Embedded Systems', 'Web Development']",AR/VR,30,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03145,5.15,"['Embedded Systems', 'Web Development', 'Cybersecurity']",AI/ML,70,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03146,5.0,"['AI/ML', 'Blockchain', 'IoT']",Cloud Computing,47,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03147,6.75,"['Web Development', 'IoT', 'AI/ML']",IoT,44,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03148,7.55,"['AI/ML', 'AR/VR']",Cybersecurity,93,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03149,8.07,['Cybersecurity'],AI/ML,91,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03150,8.45,['Web Development'],Web Development,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03151,7.89,['IoT'],Web Development,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03152,8.22,"['AR/VR', 'IoT', 'Blockchain']",IoT,55,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03153,9.76,"['AR/VR', 'AI/ML']",Blockchain,79,['Blockchain Basics'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03154,9.8,['Embedded Systems'],AR/VR,84,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03155,9.85,[],Web Development,66,"['Coding Marathon', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03156,6.13,"['Cybersecurity', 'AI/ML']",Cloud Computing,51,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03157,5.57,['AI/ML'],Embedded Systems,77,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03158,6.68,"['AR/VR', 'Blockchain', 'Cloud Computing']",Blockchain,88,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03159,5.69,[],Embedded Systems,91,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03160,7.76,['IoT'],AR/VR,50,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03161,7.04,[],AI/ML,31,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03162,8.34,['IoT'],Blockchain,37,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03163,6.77,"['AR/VR', 'IoT']",IoT,79,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03164,9.73,"['Blockchain', 'Web Development']",AR/VR,80,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03165,7.2,"['IoT', 'Cybersecurity']",Cybersecurity,69,['Cybersecurity Conference'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03166,9.8,"['AI/ML', 'Web Development']",Web Development,93,"['Hackathon', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03167,7.72,"['Web Development', 'IoT']",AR/VR,77,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03168,5.13,"['AR/VR', 'Embedded Systems']",Cloud Computing,99,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03169,5.11,"['Embedded Systems', 'Blockchain', 'IoT']",Cloud Computing,77,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03170,9.3,"['Cloud Computing', 'AR/VR', 'Cybersecurity']",Web Development,33,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03171,9.34,['AR/VR'],Web Development,93,"['Coding Marathon', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03172,5.57,[],Cloud Computing,56,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03173,8.43,[],Embedded Systems,90,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03174,6.35,"['Web Development', 'AI/ML', 'Cybersecurity']",Web Development,53,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03175,7.38,"['Embedded Systems', 'AR/VR']",AR/VR,67,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03176,5.68,"['Embedded Systems', 'AR/VR', 'Cybersecurity']",Blockchain,79,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03177,5.36,[],AR/VR,77,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03178,6.81,[],Embedded Systems,61,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03179,7.05,[],Cybersecurity,33,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03180,6.85,['Cloud Computing'],Web Development,73,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03181,9.95,['Cybersecurity'],Cloud Computing,54,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03182,9.85,"['Blockchain', 'AI/ML', 'Cybersecurity']",Cloud Computing,62,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03183,8.6,"['AI/ML', 'AR/VR', 'Embedded Systems']",Cloud Computing,57,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03184,7.64,[],Cloud Computing,98,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03185,7.57,['Cloud Computing'],IoT,96,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03186,8.4,['Cybersecurity'],AR/VR,97,"['Innovation Summit', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03187,8.59,"['Embedded Systems', 'AI/ML']",IoT,54,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03188,9.18,"['AI/ML', 'AR/VR', 'Cybersecurity']",Web Development,43,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03189,9.38,['Embedded Systems'],AI/ML,60,"['AI Research', 'AI Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03190,9.75,[],Cloud Computing,51,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03191,8.61,"['Embedded Systems', 'AR/VR', 'IoT']",IoT,82,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03192,9.29,"['AI/ML', 'Cloud Computing']",Cloud Computing,74,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03193,6.89,"['AR/VR', 'Blockchain']",Cybersecurity,71,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03194,5.13,['Cloud Computing'],Blockchain,76,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03195,8.42,['AI/ML'],IoT,66,['Smart Agriculture'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03196,6.94,"['Cybersecurity', 'IoT']",Blockchain,31,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03197,7.15,[],Cloud Computing,89,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03198,8.96,['Blockchain'],IoT,31,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03199,8.82,[],Web Development,71,"['Coding Marathon', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03200,8.18,"['IoT', 'Web Development']",Cloud Computing,68,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03201,6.05,['Embedded Systems'],Embedded Systems,58,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03202,8.91,"['AI/ML', 'IoT', 'AR/VR']",Web Development,74,"['Coding Marathon', 'UI/UX Workshop']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03203,5.13,['Cybersecurity'],Web Development,48,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03204,9.83,"['Embedded Systems', 'Cybersecurity', 'Blockchain']",Cloud Computing,74,['Cloud Computing Workshop'],We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03205,9.81,"['AR/VR', 'Web Development']",Web Development,33,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03206,6.94,['AI/ML'],Web Development,72,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03207,8.64,[],AR/VR,57,"['UI/UX Workshop', 'Innovation Summit']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03208,9.7,[],Embedded Systems,65,"['Robotics Expo', 'Hackathon']",We recommend attending high-quality events in your preferred domain. Keep up the good work!
S03209,7.69,"['IoT', 'Embedded Systems', 'Blockchain']",Embedded Systems,30,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03210,6.16,"['Web Development', 'Cybersecurity', 'Blockchain']",Web Development,46,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03211,7.27,"['Cloud Computing', 'Web Development', 'IoT']",Cloud Computing,45,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03212,5.35,['AR/VR'],IoT,75,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03213,6.94,"['Web Development', 'AI/ML']",Web Development,40,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
S03214,6.67,"['Cloud Computing', 'Blockchain']",Blockchain,42,[],"Focus on academics first. If you wish to attend an event, consult your class in-charge."
